"date","he","hourlyWind","hourly_dispatch","pool_price","on_peak"
2016-08-17,"13",113.5065,9210.5065,20.24,TRUE
2016-08-17,"14",134.8993,9306.8993,28.01,TRUE
2016-08-17,"15",135.3295,9450.3295,26.92,TRUE
2016-08-17,"16",102.7976,9439.7976,29.86,TRUE
2016-08-17,"17",159.529,9348.529,26.82,TRUE
2016-08-17,"18",258.0378,9195.0378,20.03,TRUE
2016-08-17,"19",256.2696,8997.2696,15.4,TRUE
2016-08-17,"20",220.8104,8928.8104,15.38,TRUE
2016-08-17,"21",187.0225,8998.0225,15.38,TRUE
2016-08-17,"22",195.7954,8943.7954,15.47,TRUE
2016-08-17,"23",155.0603,8727.0603,15.38,TRUE
2016-08-17,"24",134.9119,8195.9119,16.04,FALSE
2016-08-18,"01",220.418,7965.418,15.24,FALSE
2016-08-18,"02",171.576,7887.576,15.22,FALSE
2016-08-18,"03",136.7731,7893.7731,15.22,FALSE
2016-08-18,"04",154.4276,7835.4276,15.12,FALSE
2016-08-18,"05",173.0905,7862.0905,14.11,FALSE
2016-08-18,"06",156.9854,8025.9854,14.62,FALSE
2016-08-18,"07",150.2821,8211.2821,15.24,FALSE
2016-08-18,"08",148.2636,8349.2636,15.29,TRUE
2016-08-18,"09",118.6058,8772.6058,15.36,TRUE
2016-08-18,"10",106.4908,8859.4908,15.38,TRUE
2016-08-18,"11",108.7616,9067.7616,15.43,TRUE
2016-08-18,"12",198.4384,9075.4384,15.8,TRUE
2016-08-18,"13",285.2298,9057.2298,15.39,TRUE
2016-08-18,"14",302.2854,9089.2854,15.41,TRUE
2016-08-18,"15",392.3693,9120.3693,15.38,TRUE
2016-08-18,"16",239.6653,9322.6653,17.12,TRUE
2016-08-18,"17",205.239,9316.239,19.68,TRUE
2016-08-18,"18",291.5197,9223.5197,17.46,TRUE
2016-08-18,"19",452.074,9201.074,15.39,TRUE
2016-08-18,"20",432.9822,9236.9822,15.38,TRUE
2016-08-18,"21",359.5973,8908.5973,15.35,TRUE
2016-08-18,"22",361.692,8897.692,15.26,TRUE
2016-08-18,"23",279.9552,8600.9552,15.26,TRUE
2016-08-18,"24",271.9314,8277.9314,15.28,FALSE
2016-08-19,"01",244.8671,8103.8671,13.51,FALSE
2016-08-19,"02",241.5009,8008.5009,13.49,FALSE
2016-08-19,"03",225.7632,7998.7632,13.5,FALSE
2016-08-19,"04",171.8141,8090.8141,13.5,FALSE
2016-08-19,"05",150.5024,8040.5024,13.51,FALSE
2016-08-19,"06",128.3073,8091.3073,13.5,FALSE
2016-08-19,"07",97.4101,8264.4101,13.51,FALSE
2016-08-19,"08",73.1762,8296.1762,13.68,TRUE
2016-08-19,"09",38.8064,8549.8064,14.21,TRUE
2016-08-19,"10",10.5001,8627.5001,15.26,TRUE
2016-08-19,"11",1.0659,8846.0659,15.35,TRUE
2016-08-19,"12",0.8414,8889.8414,15.39,TRUE
2016-08-19,"13",2.97,9063.97,15.47,TRUE
2016-08-19,"14",13.828,9134.828,16.39,TRUE
2016-08-19,"15",51.3828,9066.3828,15.47,TRUE
2016-08-19,"16",98.0983,9194.0983,15.73,TRUE
2016-08-19,"17",156.599,9029.599,15.49,TRUE
2016-08-19,"18",256.551,8888.551,15.39,TRUE
2016-08-19,"19",307.6756,8695.6756,15.26,TRUE
2016-08-19,"20",305.5051,8670.5051,15.26,TRUE
2016-08-19,"21",440.7411,8647.7411,15.26,TRUE
2016-08-19,"22",545.4851,8552.4851,15.26,TRUE
2016-08-19,"23",529.9108,8436.9108,15.22,TRUE
2016-08-19,"24",423.3763,8247.3763,15.25,FALSE
2016-08-20,"01",358.5191,8069.5191,15.25,FALSE
2016-08-20,"02",303.218,7970.218,15.26,FALSE
2016-08-20,"03",256.7373,7898.7373,15.25,FALSE
2016-08-20,"04",209.6032,7851.6032,15.25,FALSE
2016-08-20,"05",168.5186,7825.5186,15.25,FALSE
2016-08-20,"06",141.7223,7930.7223,15.25,FALSE
2016-08-20,"07",106.9119,7808.9119,15.25,FALSE
2016-08-20,"08",83.03,7692.03,13.51,TRUE
2016-08-20,"09",57.0773,8137.0773,14.32,TRUE
2016-08-20,"10",35.1852,8391.1852,15.26,TRUE
2016-08-20,"11",44.1063,8670.1063,15.3,TRUE
2016-08-20,"12",91.1567,8653.1567,15.46,TRUE
2016-08-20,"13",160.2849,8834.2849,15.47,TRUE
2016-08-20,"14",147.7002,8991.7002,15.72,TRUE
2016-08-20,"15",184.3154,9078.3154,18.76,TRUE
2016-08-20,"16",242.4909,9175.4909,18.42,TRUE
2016-08-20,"17",295.9298,9125.9298,16.67,TRUE
2016-08-20,"18",322.8423,9152.8423,15.51,TRUE
2016-08-20,"19",301.7035,8952.7035,15.47,TRUE
2016-08-20,"20",247.1634,8733.1634,15.46,TRUE
2016-08-20,"21",306.9068,8824.9068,15.46,TRUE
2016-08-20,"22",288.5283,8688.5283,16.95,TRUE
2016-08-20,"23",280.0471,8707.0471,17.71,TRUE
2016-08-20,"24",325.5504,8369.5504,13.81,FALSE
2016-08-21,"01",339.9607,8146.9607,15.36,FALSE
2016-08-21,"02",421.6257,7961.6257,14.01,FALSE
2016-08-21,"03",425.9379,7896.9379,14.05,FALSE
2016-08-21,"04",437.5941,7929.5941,13.51,FALSE
2016-08-21,"05",476.4145,7921.4145,13.51,FALSE
2016-08-21,"06",545.982,7856.982,13.5,FALSE
2016-08-21,"07",598.2479,7774.2479,13.47,FALSE
2016-08-21,"08",592.3935,7867.3935,12.59,FALSE
2016-08-21,"09",450.5016,8788.5016,14.28,FALSE
2016-08-21,"10",267.7629,8701.7629,15.37,FALSE
2016-08-21,"11",216.1697,8886.1697,15.37,FALSE
2016-08-21,"12",323.5225,8922.5225,15.38,FALSE
2016-08-21,"13",465.1676,9096.1676,15.38,FALSE
2016-08-21,"14",627.7157,8985.7157,15.32,FALSE
2016-08-21,"15",605.1658,8966.1658,15.26,FALSE
2016-08-21,"16",685.2151,9122.2151,15.26,FALSE
2016-08-21,"17",726.8105,9210.8105,15.33,FALSE
2016-08-21,"18",756.1862,9323.1862,15.32,FALSE
2016-08-21,"19",776.0726,9174.0726,15.32,FALSE
2016-08-21,"20",857.8481,8991.8481,15.26,FALSE
2016-08-21,"21",952.0197,9064.0197,15.25,FALSE
2016-08-21,"22",998.5394,9113.5394,15.26,FALSE
2016-08-21,"23",961.4903,8622.4903,13.51,FALSE
2016-08-21,"24",932.2944,8243.2944,17.21,FALSE
2016-08-22,"01",851.998,8075.998,12.74,FALSE
2016-08-22,"02",753.5711,8057.5711,13.39,FALSE
2016-08-22,"03",829.1585,7752.1585,12.85,FALSE
2016-08-22,"04",1074.3999,7543.3999,11.35,FALSE
2016-08-22,"05",1135.8235,7816.8235,11.01,FALSE
2016-08-22,"06",1078.2796,8118.2796,12.02,FALSE
2016-08-22,"07",1102.1024,8317.1024,12.37,FALSE
2016-08-22,"08",1075.4752,8685.4752,13.21,TRUE
2016-08-22,"09",999.1867,8304.1867,13.41,TRUE
2016-08-22,"10",995.1408,8795.1408,14.32,TRUE
2016-08-22,"11",917.9275,9023.9275,15.26,TRUE
2016-08-22,"12",921.0938,9205.0938,15.37,TRUE
2016-08-22,"13",985.4325,9050.4325,15.3,TRUE
2016-08-22,"14",1116.6194,9015.6194,15.26,TRUE
2016-08-22,"15",1274.7151,9122.7151,15.26,TRUE
2016-08-22,"16",1271.2829,9067.2829,15.25,TRUE
2016-08-22,"17",1319.564,9043.564,15.25,TRUE
2016-08-22,"18",1305.647,8934.647,15.25,TRUE
2016-08-22,"19",1319.3117,8773.3117,13.6,TRUE
2016-08-22,"20",1150.3398,8735.3398,14.02,TRUE
2016-08-22,"21",1097.2362,8659.2362,13.91,TRUE
2016-08-22,"22",1141.9514,8240.9514,13.48,TRUE
2016-08-22,"23",1146.3581,7873.3581,12.56,TRUE
2016-08-22,"24",1128.0132,7584.0132,13.25,FALSE
2016-08-23,"01",1031.9561,7415.9561,10.78,FALSE
2016-08-23,"02",849.4754,7285.4754,10.78,FALSE
2016-08-23,"03",732.0462,7177.0462,10.78,FALSE
2016-08-23,"04",723.6506,7079.6506,10.78,FALSE
2016-08-23,"05",734.9864,7140.9864,10.78,FALSE
2016-08-23,"06",786.5062,7452.5062,11.9,FALSE
2016-08-23,"07",748.9795,7776.9795,12.85,FALSE
2016-08-23,"08",678.7235,8031.7235,13.35,TRUE
2016-08-23,"09",679.0407,8373.0407,14.06,TRUE
2016-08-23,"10",690.1452,8554.1452,15.25,TRUE
2016-08-23,"11",724.9934,8599.9934,15.25,TRUE
2016-08-23,"12",740.1781,8692.1781,15.25,TRUE
2016-08-23,"13",801.8678,8652.8678,15.26,TRUE
2016-08-23,"14",804.5859,8751.5859,15.26,TRUE
2016-08-23,"15",809.5297,8725.5297,15.26,TRUE
2016-08-23,"16",836.185,8805.185,15.26,TRUE
2016-08-23,"17",877.1619,8684.1619,15.26,TRUE
2016-08-23,"18",904.9787,8749.9787,15.25,TRUE
2016-08-23,"19",768.8125,8457.8125,15.25,TRUE
2016-08-23,"20",630.5677,8260.5677,15.25,TRUE
2016-08-23,"21",631.3179,8344.3179,13.95,TRUE
2016-08-23,"22",492.835,8210.835,15.26,TRUE
2016-08-23,"23",554.185,7811.185,13.76,TRUE
2016-08-23,"24",573.5522,7430.5522,11.71,FALSE
2016-08-24,"01",532.9341,7306.9341,12.4,FALSE
2016-08-24,"02",476.8502,7153.8502,12.37,FALSE
2016-08-24,"03",437.2585,7186.2585,12.37,FALSE
2016-08-24,"04",389.6367,7126.6367,12.37,FALSE
2016-08-24,"05",385.1936,7230.1936,12.37,FALSE
2016-08-24,"06",339.149,7518.149,12.8,FALSE
2016-08-24,"07",277.3557,7601.3557,13.51,FALSE
2016-08-24,"08",285.9175,7935.9175,13.74,TRUE
2016-08-24,"09",190.9502,8252.9502,15.04,TRUE
2016-08-24,"10",134.9148,8460.9148,15.41,TRUE
2016-08-24,"11",104.1038,8570.1038,15.47,TRUE
2016-08-24,"12",74.5788,8720.5788,20.64,TRUE
2016-08-24,"13",91.5914,8734.5914,21.41,TRUE
2016-08-24,"14",105.3854,8878.3854,21.41,TRUE
2016-08-24,"15",142.5015,8941.5015,21.41,TRUE
2016-08-24,"16",146.3159,8979.3159,21.41,TRUE
2016-08-24,"17",140.2749,8821.2749,21.46,TRUE
2016-08-24,"18",80.957,8850.957,20.58,TRUE
2016-08-24,"19",76.9528,8513.9528,15.78,TRUE
2016-08-24,"20",61.8738,8396.8738,15.46,TRUE
2016-08-24,"21",28.1626,8414.1626,16.42,TRUE
2016-08-24,"22",28.4949,8263.4949,16.71,TRUE
2016-08-24,"23",23.6958,7810.6958,15.41,TRUE
2016-08-24,"24",34.6513,7443.6513,13.17,FALSE
2016-08-25,"01",125.6033,7586.6033,14.35,FALSE
2016-08-25,"02",124.5588,7142.5588,13.1,FALSE
2016-08-25,"03",134.9488,7060.9488,12.37,FALSE
2016-08-25,"04",163.0785,7036.0785,12.37,FALSE
2016-08-25,"05",171.8385,7221.8385,12.37,FALSE
2016-08-25,"06",202.3675,7270.3675,12.53,FALSE
2016-08-25,"07",209.4614,7541.4614,13.51,FALSE
2016-08-25,"08",219.3951,7934.3951,14.47,TRUE
2016-08-25,"09",219.1,8317.1,15.32,TRUE
2016-08-25,"10",176.3071,8443.3071,15.36,TRUE
2016-08-25,"11",234.1668,8553.1668,15.37,TRUE
2016-08-25,"12",291.7788,8646.7788,15.37,TRUE
2016-08-25,"13",235.6461,8686.6461,15.38,TRUE
2016-08-25,"14",283.5958,8774.5958,15.42,TRUE
2016-08-25,"15",262.7458,8897.7458,15.39,TRUE
2016-08-25,"16",256.7958,8976.7958,15.46,TRUE
2016-08-25,"17",415.6563,8761.6563,15.42,TRUE
2016-08-25,"18",291.0305,8744.0305,15.38,TRUE
2016-08-25,"19",124.3524,8552.3524,15.38,TRUE
2016-08-25,"20",133.505,8301.505,15.35,TRUE
2016-08-25,"21",191.5682,8546.5682,15.29,TRUE
2016-08-25,"22",244.3738,8038.3738,15.34,TRUE
2016-08-25,"23",313.3263,7755.3263,15.21,TRUE
2016-08-25,"24",304.8021,7607.8021,15.35,FALSE
2016-08-26,"01",266.1938,7384.1938,13.5,FALSE
2016-08-26,"02",250.3299,7305.3299,13.24,FALSE
2016-08-26,"03",212.1509,7137.1509,13.43,FALSE
2016-08-26,"04",164.3337,7095.3337,13.14,FALSE
2016-08-26,"05",128.5311,7340.5311,13.4,FALSE
2016-08-26,"06",79.4286,7475.4286,13.68,FALSE
2016-08-26,"07",54.9512,7721.9512,15.22,FALSE
2016-08-26,"08",54.2847,8093.2847,15.26,TRUE
2016-08-26,"09",25.2857,8487.2857,15.36,TRUE
2016-08-26,"10",9.3846,8576.3846,15.46,TRUE
2016-08-26,"11",8.7392,8785.7392,15.47,TRUE
2016-08-26,"12",4.1638,8802.1638,18.01,TRUE
2016-08-26,"13",0.8561,8846.8561,20.91,TRUE
2016-08-26,"14",1.3909,8874.3909,19.83,TRUE
2016-08-26,"15",7.3486,8908.3486,20.02,TRUE
2016-08-26,"16",25.599,9013.599,21.41,TRUE
2016-08-26,"17",79.4312,8875.4312,21.42,TRUE
2016-08-26,"18",147.7618,8757.7618,21.43,TRUE
2016-08-26,"19",224.6368,8524.6368,16.1,TRUE
2016-08-26,"20",263.3251,8449.3251,15.47,TRUE
2016-08-26,"21",415.1914,8501.1914,15.41,TRUE
2016-08-26,"22",620.7958,8283.7958,15.29,TRUE
2016-08-26,"23",763.159,7935.159,14.84,TRUE
2016-08-26,"24",800.9956,7789.9956,13.83,FALSE
2016-08-27,"01",847.6956,7475.6956,13.51,FALSE
2016-08-27,"02",780.7992,7350.7992,13.28,FALSE
2016-08-27,"03",671.8358,7192.8358,12.68,FALSE
2016-08-27,"04",792.7744,7153.7744,12.37,FALSE
2016-08-27,"05",809.4736,7333.4736,12.37,FALSE
2016-08-27,"06",784.8125,7308.8125,12.37,FALSE
2016-08-27,"07",687.7849,7309.7849,13.19,FALSE
2016-08-27,"08",619.3914,7461.3914,13.5,TRUE
2016-08-27,"09",530.6285,8004.6285,14.66,TRUE
2016-08-27,"10",477.8496,8341.8496,15.26,TRUE
2016-08-27,"11",606.8156,8265.8156,15.41,TRUE
2016-08-27,"12",651.5396,8384.5396,15.37,TRUE
2016-08-27,"13",708.0375,8398.0375,15.37,TRUE
2016-08-27,"14",675.4998,8434.4998,15.37,TRUE
2016-08-27,"15",739.125,8460.125,15.35,TRUE
2016-08-27,"16",753.0534,8393.0534,15.27,TRUE
2016-08-27,"17",793.3706,8432.3706,15.35,TRUE
2016-08-27,"18",848.0632,8394.0632,15.26,TRUE
2016-08-27,"19",872.8284,8117.8284,15.25,TRUE
2016-08-27,"20",741.9386,8205.9386,15.26,TRUE
2016-08-27,"21",647.3488,8293.3488,15.31,TRUE
2016-08-27,"22",525.3056,8080.3056,15.27,TRUE
2016-08-27,"23",464.1842,7761.1842,15.25,TRUE
2016-08-27,"24",302.3255,7547.3255,13.51,FALSE
2016-08-28,"01",250.3513,7283.3513,15.25,FALSE
2016-08-28,"02",287.7112,7201.7112,13.69,FALSE
2016-08-28,"03",365.0846,6973.0846,13.49,FALSE
2016-08-28,"04",371.5045,7042.5045,13.67,FALSE
2016-08-28,"05",414.8407,7090.8407,13.61,FALSE
2016-08-28,"06",535.9634,7015.9634,13.49,FALSE
2016-08-28,"07",574.2666,7159.2666,13.5,FALSE
2016-08-28,"08",534.1352,7266.1352,13.5,FALSE
2016-08-28,"09",601.9371,7559.9371,14.27,FALSE
2016-08-28,"10",608.9968,7933.9968,15.25,FALSE
2016-08-28,"11",532.692,8118.692,15.3,FALSE
2016-08-28,"12",440.0226,8190.0226,15.45,FALSE
2016-08-28,"13",341.0606,8215.0606,15.46,FALSE
2016-08-28,"14",258.4203,8144.4203,15.46,FALSE
2016-08-28,"15",199.7453,8158.7453,15.45,FALSE
2016-08-28,"16",149.0787,8168.0787,15.46,FALSE
2016-08-28,"17",90.7419,8251.7419,15.47,FALSE
2016-08-28,"18",59.8664,8192.8664,15.53,FALSE
2016-08-28,"19",40.6351,8115.6351,15.47,FALSE
2016-08-28,"20",31.8862,8073.8862,15.47,FALSE
2016-08-28,"21",69.4953,8344.4953,17.29,FALSE
2016-08-28,"22",102.1827,8172.1827,15.53,FALSE
2016-08-28,"23",95.7844,7825.7844,15.43,FALSE
2016-08-28,"24",97.084,7471.084,15.25,FALSE
2016-08-29,"01",130.0959,7303.0959,15.25,FALSE
2016-08-29,"02",169.1082,7263.1082,15.25,FALSE
2016-08-29,"03",201.7091,7182.7091,14.49,FALSE
2016-08-29,"04",248.2854,7309.2854,13.84,FALSE
2016-08-29,"05",298.963,7314.963,13.84,FALSE
2016-08-29,"06",338.4331,7697.4331,14.69,FALSE
2016-08-29,"07",384.7266,7842.7266,15.26,FALSE
2016-08-29,"08",356.9949,8172.9949,15.31,TRUE
2016-08-29,"09",250.579,8393.579,15.46,TRUE
2016-08-29,"10",187.5512,8543.5512,15.47,TRUE
2016-08-29,"11",224.0964,8618.0964,15.5,TRUE
2016-08-29,"12",199.9814,8817.9814,19.35,TRUE
2016-08-29,"13",184.8173,8958.8173,21.41,TRUE
2016-08-29,"14",161.0794,9128.0794,25.78,TRUE
2016-08-29,"15",131.3432,9109.3432,26.38,TRUE
2016-08-29,"16",98.336,9129.336,29.45,TRUE
2016-08-29,"17",95.2424,9078.2424,32.81,TRUE
2016-08-29,"18",99.52,9033.52,30.37,TRUE
2016-08-29,"19",171.9417,8694.9417,16.17,TRUE
2016-08-29,"20",404.8504,8396.8504,15.6,TRUE
2016-08-29,"21",591.6035,8645.6035,15.46,TRUE
2016-08-29,"22",623.0994,8520.0994,15.46,TRUE
2016-08-29,"23",500.5805,8104.5805,15.4,TRUE
2016-08-29,"24",534.336,7341.336,15.26,FALSE
2016-08-30,"01",509.371,7422.371,14.68,FALSE
2016-08-30,"02",492.9193,7249.9193,13.75,FALSE
2016-08-30,"03",455.2756,7155.2756,13.51,FALSE
2016-08-30,"04",440.2337,7241.2337,13.51,FALSE
2016-08-30,"05",336.4983,7285.4983,13.86,FALSE
2016-08-30,"06",344.0246,7557.0246,14.51,FALSE
2016-08-30,"07",221.917,7913.917,15.41,FALSE
2016-08-30,"08",177.9295,8361.9295,15.4,TRUE
2016-08-30,"09",148.9862,8528.9862,15.46,TRUE
2016-08-30,"10",119.9722,8586.9722,15.48,TRUE
2016-08-30,"11",143.6088,8685.6088,16.61,TRUE
2016-08-30,"12",223.3323,9003.3323,15.47,TRUE
2016-08-30,"13",267.596,9120.596,15.47,TRUE
2016-08-30,"14",290.0515,9236.0515,15.61,TRUE
2016-08-30,"15",297.3209,9300.3209,17.06,TRUE
2016-08-30,"16",296.5314,9502.5314,31.53,TRUE
2016-08-30,"17",310.6052,9465.6052,33.16,TRUE
2016-08-30,"18",356.3671,9378.3671,25.29,TRUE
2016-08-30,"19",359.1852,9086.1852,16.75,TRUE
2016-08-30,"20",478.861,8888.861,15.47,TRUE
2016-08-30,"21",581.734,8878.734,15.47,TRUE
2016-08-30,"22",663.6873,8524.6873,15.46,TRUE
2016-08-30,"23",637.2515,8053.2515,15.26,TRUE
2016-08-30,"24",608.774,7615.774,15.15,FALSE
2016-08-31,"01",664.0817,7449.0817,13.27,FALSE
2016-08-31,"02",707.7022,7305.7022,12.37,FALSE
2016-08-31,"03",452.2211,7289.2211,13.08,FALSE
2016-08-31,"04",313.9553,7319.9553,13.51,FALSE
2016-08-31,"05",324.8378,7190.8378,13.51,FALSE
2016-08-31,"06",297.8941,7730.8941,14.54,FALSE
2016-08-31,"07",268.6816,8184.6816,15.46,FALSE
2016-08-31,"08",278.7868,8330.7868,15.41,TRUE
2016-08-31,"09",243.4044,8759.4044,15.46,TRUE
2016-08-31,"10",101.6691,8769.6691,15.72,TRUE
2016-08-31,"11",54.8757,8916.8757,16.48,TRUE
2016-08-31,"12",55.5155,9172.5155,16.81,TRUE
2016-08-31,"13",57.0513,9386.0513,18.01,TRUE
2016-08-31,"14",56.9988,9395.9988,21.4,TRUE
2016-08-31,"15",76.288,9376.288,21.4,TRUE
2016-08-31,"16",81.8534,9700.8534,21.98,TRUE
2016-08-31,"17",210.6831,9248.6831,32.82,TRUE
2016-08-31,"18",416.0218,9347.0218,24.2,TRUE
2016-08-31,"19",338.1174,9019.1174,22,TRUE
2016-08-31,"20",204.1694,8905.1694,23.79,TRUE
2016-08-31,"21",89.5981,8908.5981,29.22,TRUE
2016-08-31,"22",70.0942,8782.0942,30.69,TRUE
2016-08-31,"23",118.6844,8156.6844,23.24,TRUE
2016-08-31,"24",125.6352,7841.6352,14.23,FALSE
2016-09-01,"01",182.3961,6860.3961,15.14,FALSE
2016-09-01,"02",259.5233,7312.5233,15.05,FALSE
2016-09-01,"03",330.4669,7144.4669,15.25,FALSE
2016-09-01,"04",470.1607,7147.1607,15.25,FALSE
2016-09-01,"05",569.9544,7250.9544,14.53,FALSE
2016-09-01,"06",534.1131,7640.1131,15.25,FALSE
2016-09-01,"07",679.462,7960.462,15.47,FALSE
2016-09-01,"08",621.8616,8349.8616,15.47,TRUE
2016-09-01,"09",697.7421,8594.7421,15.48,TRUE
2016-09-01,"10",749.4617,8862.4617,17.08,TRUE
2016-09-01,"11",668.8126,9131.8126,23.1,TRUE
2016-09-01,"12",698.542,9083.542,20.26,TRUE
2016-09-01,"13",824.7289,9138.7289,15.89,TRUE
2016-09-01,"14",853.9725,9122.9725,15.52,TRUE
2016-09-01,"15",690.1342,9156.1342,15.56,TRUE
2016-09-01,"16",631.7201,9107.7201,16.44,TRUE
2016-09-01,"17",635.683,9120.683,15.57,TRUE
2016-09-01,"18",675.5984,9016.5984,15.53,TRUE
2016-09-01,"19",673.8325,8790.8325,15.63,TRUE
2016-09-01,"20",673.3724,8747.3724,17.27,TRUE
2016-09-01,"21",730.5969,8924.5969,17.84,TRUE
2016-09-01,"22",734.8335,8602.8335,16.5,TRUE
2016-09-01,"23",690.56,8141.56,15.48,TRUE
2016-09-01,"24",736.3165,7460.3165,16.5,FALSE
2016-09-02,"01",844.2757,7343.2757,13.77,FALSE
2016-09-02,"02",846.5207,7303.5207,12.33,FALSE
2016-09-02,"03",850.9904,7310.9904,12.37,FALSE
2016-09-02,"04",730.6805,7277.6805,12.52,FALSE
2016-09-02,"05",505.8296,7385.8296,13.51,FALSE
2016-09-02,"06",484.5305,7519.5305,14.29,FALSE
2016-09-02,"07",621.4255,7865.4255,15.26,FALSE
2016-09-02,"08",654.7607,8279.7607,15.42,TRUE
2016-09-02,"09",569.6754,8573.6754,15.47,TRUE
2016-09-02,"10",685.7825,8473.7825,15.49,TRUE
2016-09-02,"11",767.2985,8460.2985,15.54,TRUE
2016-09-02,"12",864.4697,8705.4697,15.62,TRUE
2016-09-02,"13",991.4631,8702.4631,15.71,TRUE
2016-09-02,"14",1083.6898,8852.6898,15.54,TRUE
2016-09-02,"15",1130.1236,8812.1236,15.5,TRUE
2016-09-02,"16",1189.3963,8748.3963,15.46,TRUE
2016-09-02,"17",1280.7234,8726.7234,15.46,TRUE
2016-09-02,"18",1269.4998,8702.4998,15.46,TRUE
2016-09-02,"19",1081.1952,8533.1952,15.33,TRUE
2016-09-02,"20",718.9589,8518.9589,15.56,TRUE
2016-09-02,"21",669.2897,8467.2897,16.21,TRUE
2016-09-02,"22",784.0741,8130.0741,15.4,TRUE
2016-09-02,"23",850.1574,7240.1574,14.97,TRUE
2016-09-02,"24",782.8386,7770.8386,15.16,FALSE
2016-09-03,"01",875.9561,7427.9561,13.51,FALSE
2016-09-03,"02",871.2043,7417.2043,13.32,FALSE
2016-09-03,"03",696.8967,7311.8967,13.5,FALSE
2016-09-03,"04",497.0994,7262.0994,13.5,FALSE
2016-09-03,"05",386.693,7281.693,14.01,FALSE
2016-09-03,"06",372.5657,7268.5657,14.54,FALSE
2016-09-03,"07",434.775,7258.775,15.02,FALSE
2016-09-03,"08",490.0973,7212.0973,13.5,TRUE
2016-09-03,"09",575.2867,7889.2867,14.91,TRUE
2016-09-03,"10",599.5965,7839.5965,15.34,TRUE
2016-09-03,"11",722.7661,8089.7661,15.29,TRUE
2016-09-03,"12",690.4122,8090.4122,15.42,TRUE
2016-09-03,"13",723.7682,8290.7682,15.43,TRUE
2016-09-03,"14",721.5936,8050.5936,15.27,TRUE
2016-09-03,"15",697.0675,8173.0675,15.26,TRUE
2016-09-03,"16",716.8242,8390.8242,15.32,TRUE
2016-09-03,"17",655.9574,8352.9574,15.46,TRUE
2016-09-03,"18",659.9374,8168.9374,15.4,TRUE
2016-09-03,"19",649.8657,8152.8657,15.26,TRUE
2016-09-03,"20",650.2232,8377.2232,15.33,TRUE
2016-09-03,"21",700.9475,8407.9475,15.4,TRUE
2016-09-03,"22",643.5209,8220.5209,15.3,TRUE
2016-09-03,"23",670.976,8135.976,15.25,TRUE
2016-09-03,"24",643.4579,7637.4579,15,FALSE
2016-09-04,"01",810.9257,7724.9257,13.67,FALSE
2016-09-04,"02",859.2704,7711.2704,13.94,FALSE
2016-09-04,"03",855.66,7614.66,13.51,FALSE
2016-09-04,"04",728.8496,7540.8496,13.51,FALSE
2016-09-04,"05",513.2264,7714.2264,15.16,FALSE
2016-09-04,"06",388.6756,7785.6756,15.26,FALSE
2016-09-04,"07",197.7723,7613.7723,15.34,FALSE
2016-09-04,"08",139.1104,7415.1104,15.27,FALSE
2016-09-04,"09",113.2664,7758.2664,15.28,FALSE
2016-09-04,"10",70.2057,7888.2057,15.41,FALSE
2016-09-04,"11",42.4965,7970.4965,15.46,FALSE
2016-09-04,"12",24.1725,8108.1725,15.47,FALSE
2016-09-04,"13",10.7706,8195.7706,15.65,FALSE
2016-09-04,"14",12.1397,8136.1397,16.03,FALSE
2016-09-04,"15",9.8912,8144.8912,20.49,FALSE
2016-09-04,"16",4.9853,8364.9853,21.35,FALSE
2016-09-04,"17",3.4473,8385.4473,21.41,FALSE
2016-09-04,"18",8.3069,8235.3069,21.58,FALSE
2016-09-04,"19",26.3739,8081.3739,21.45,FALSE
2016-09-04,"20",27.963,8036.963,21.41,FALSE
2016-09-04,"21",55.8618,8237.8618,21.42,FALSE
2016-09-04,"22",69.8247,8023.8247,20.97,FALSE
2016-09-04,"23",69.7591,7975.7591,19.88,FALSE
2016-09-04,"24",72.4313,7721.4313,15.01,FALSE
2016-09-05,"01",75.806,7755.806,15.7,FALSE
2016-09-05,"02",83.6003,7632.6003,15.35,FALSE
2016-09-05,"03",99.6556,7605.6556,15.31,FALSE
2016-09-05,"04",121.5839,7527.5839,15.35,FALSE
2016-09-05,"05",120.1641,7590.1641,15.34,FALSE
2016-09-05,"06",81.8742,7582.8742,15.37,FALSE
2016-09-05,"07",60.3224,7715.3224,15.37,FALSE
2016-09-05,"08",66.672,7776.672,15.37,FALSE
2016-09-05,"09",79.6311,8004.6311,15.37,FALSE
2016-09-05,"10",92.8402,7959.8402,15.46,FALSE
2016-09-05,"11",154.0782,8181.0782,17.42,FALSE
2016-09-05,"12",211.9897,8342.9897,18.74,FALSE
2016-09-05,"13",277.1952,8417.1952,19.68,FALSE
2016-09-05,"14",336.6155,8338.6155,15.9,FALSE
2016-09-05,"15",309.2289,8384.2289,15.46,FALSE
2016-09-05,"16",362.5083,8522.5083,15.59,FALSE
2016-09-05,"17",455.8161,8662.8161,15.5,FALSE
2016-09-05,"18",608.0428,8582.0428,15.58,FALSE
2016-09-05,"19",600.9267,8508.9267,15.46,FALSE
2016-09-05,"20",564.6823,8600.6823,15.48,FALSE
2016-09-05,"21",625.3862,8656.3862,16.81,FALSE
2016-09-05,"22",758.0894,8458.0894,15.41,FALSE
2016-09-05,"23",702.9055,8094.9055,15.26,FALSE
2016-09-05,"24",723.9543,7883.9543,16.81,FALSE
